NAME,HOUSENUM,STREETNAME,ADDRESS,ZIP,CITY
Breukelen Recreation Rooms Dcc,717,EAST 105 STREET,717 EAST 105 STREET,11236,Brooklyn
Kids Universe Cdc,2723,CHURCH AVENUE,2723 CHURCH AVENUE,11226,Brooklyn
Pre School Minds Dcc,3316,CHURCH AVENUE,3316 CHURCH AVENUE,11203,Brooklyn
"Bryan's Educational Center, Inc.",3924,CHURCH AVENUE,3924 CHURCH AVENUE,11203,Brooklyn
Little People's Child Development,9414,CHURCH AVENUE,9414 CHURCH AVENUE,11212,Brooklyn
East Bronx Naacp Special Education,1113,COLGATE AVENUE,1113 COLGATE AVENUE,10472,Bronx
Highbridge Advisory Council-Children's Ride Elc,800,CONCOURSE VILLAGE EAST,800 CONCOURSE VILLAGE EAST,10451,Bronx
Philip H. Michales Cdc,629,COURTLANDT AVENUE,629 COURTLANDT AVENUE,10451,Bronx
Frank D. Whalen Day Car Center,731,COURTLANDT AVENUE,731 COURTLANDT AVENUE,10451,Bronx
Children First At 125 Broad St. I/T,125,BROAD STREET,125 BROAD STREET,10004,New York
Children First @125th Broad Street Pre-School,125,BROAD STREET,125 BROAD STREET,10004,New York
East Side House Settlement Hs Dc,375,EAST 143 STREET,375 EAST 143 STREET,10454,Bronx
Iola Jordan Dcc,421,EAST 161 STREET,421 EAST 161 STREET,10451,Bronx
Hamilton Madison House Ccc,10,CATHERINE SLIP,10 CATHERINE SLIP,10038,New York
Infinity Educational C.C. #2,3412,AVENUE S,3412 AVENUE S,11234,Brooklyn
Lillian Sklar Filler Dcc,49,AVENUE W,49 AVENUE W,11223,Brooklyn
Prime Time Academy,6420,BAY PARKWAY,6420 BAY PARKWAY,11204,Brooklyn
Day Care Works,1448,BEDFORD AVENUE,1448 BEDFORD AVENUE,11216,Brooklyn
Yeled V'Yalda Hs,563,BEDFORD AVENUE,563 BEDFORD AVENUE,11211,Brooklyn
Children At Play Early Intervention Center,40,MERRILL AVENUE,40 MERRILL AVENUE,10314,Staten Island
Richmondtown Children's Pre-Sc,3435,RICHMOND ROAD,3435 RICHMOND ROAD,10306,Staten Island
Children's Harbor Pre-Sch,1000,RICHMOND TERRACE,1000 RICHMOND TERRACE,10301,Staten Island
High Hopes Of Staten Island #2,971,ROSSVILLE AVENUE,971 ROSSVILLE AVENUE,10309,Staten Island
Oakdale Academy I/T,2734,VICTORY BOULEVARD,2734 VICTORY BOULEVARD,10314,Staten Island
Jewish Community Center Of Si,475,VICTORY BOULEVARD,475 VICTORY BOULEVARD,10301,Staten Island
Mt. Roraima Grammar School,1405,BUSHWICK AVENUE,1405 BUSHWICK AVENUE,11207,Brooklyn
Five Block Dcc,995,CARROLL STREET,995 CARROLL STREET,11225,Brooklyn
200 Central Avenue Dcc,200,CENTRAL AVENUE,200 CENTRAL AVENUE,11221,Brooklyn
Building Blocks Dc,9015,5 AVENUE,9015 5 AVENUE,11209,Brooklyn
Small Wonder,90-45,MYRTLE AVENUE,90-45 MYRTLE AVENUE,11385,Ridgewood
West End Temple Nursery Sch,147-02,NEWPORT AVENUE,147-02 NEWPORT AVENUE,11694,Rockaway Park
St. Nicholas Day Care Center,196-20,NORTHERN BOULEVARD,196-20 NORTHERN BOULEVARD,11358,Flushing
Semillitas Children's Education Center,81-07,NORTHERN BOULEVARD,81-07 NORTHERN BOULEVARD,11372,Jackson Heights
Educational Alliance Hs/Saratoga,175-15,ROCKAWAY BOULEVARD,175-15 ROCKAWAY BOULEVARD,11434,Jamaica
Little Tots Red Wagon,204-28,ROCKAWAY POINT BOULEVARD,204-28 ROCKAWAY POINT BOULEVARD,11697,Breezy Point
Queens Village Day School I/T,96-11,SPRINGFIELD BOULEVARD,96-11 SPRINGFIELD BOULEVARD,11429,Queens Village
Queens Village Day School Annexv,96-13,SPRINGFIELD BOULEVARD,96-13 SPRINGFIELD BOULEVARD,11429,Queens Village
Tutor Time Learning Center I/T,25-56,ULMER STREET,25-56 ULMER STREET,11354,Flushing
"Learn N Play Nursery, Inc.",42-10,UNION STREET,42-10 UNION STREET,11355,Flushing
Life-Line Center Child Development,80-09,WINCHESTER BOULEVARD,80-09 WINCHESTER BOULEVARD,11427,Queens Village
Special Sprouts/Beansprouts,446,6 AVENUE,446 6 AVENUE,11215,Brooklyn
Redeemer St. John's Nursery School,939,83 STREET,939 83 STREET,11228,Brooklyn
"Tiny Tot Playhouse, The",243,88 STREET,243 88 STREET,11209,Brooklyn
Brooklyn Free Space,1320,8 AVENUE,1320 8 AVENUE,11215,Brooklyn
Christian Day Care Ctr,4702,8 AVENUE,4702 8 AVENUE,11220,Brooklyn
Small World Day Care Center,211,AINSLIE STREET,211 AINSLIE STREET,11211,Brooklyn
Amboy Street Dcc,217,AMBOY STREET,217 AMBOY STREET,11212,Brooklyn
The Kingsley School For Child Development,440,ATLANTIC AVENUE,440 ATLANTIC AVENUE,11217,Brooklyn
Presbyterian Hospital Infant&Ccc,61,HAVEN AVENUE,61 HAVEN AVENUE,10032,New York
Grace Lutheran School,2930,VALENTINE AVENUE,2930 VALENTINE AVENUE,10458,Bronx
Bronx House,2222,WALLACE AVENUE,2222 WALLACE AVENUE,10467,Bronx
Ahrc Howard Haber Elc,2300,WESTCHESTER AVENUE,2300 WESTCHESTER AVENUE,10462,Bronx
Anna Lefkowitz Dcc,675,WESTCHESTER AVENUE,675 WESTCHESTER AVENUE,10455,Bronx
City Of Faith Christian Academy,3453,WHITE PLAINS ROAD,3453 WHITE PLAINS ROAD,10467,Bronx
Every Blessed Child Day Care,3711,WHITE PLAINS ROAD,3711 WHITE PLAINS ROAD,10467,Bronx
Shira Head Start Bnos Zion I&Ii,5002,14 AVENUE,5002 14 AVENUE,11219,Brooklyn
Project Reach Youth Inc.,199,14 STREET,199 14 STREET,11215,Brooklyn
Tutor Time Child Care Learning Center I/T,7817,3 AVENUE,7817 3 AVENUE,11209,Brooklyn
Beth Jacob Day Care Center,1363,46 STREET,1363 46 STREET,11219,Brooklyn
Heartshare Ecc,7002,4 AVENUE,7002 4 AVENUE,11209,Brooklyn
Tashbar Learning Center,1349,50 STREET,1349 50 STREET,11219,Brooklyn
Susan E. Wagner Day School At Riverdale,5401,POST ROAD,5401 POST ROAD,10471,Bronx
Soundview Child Care Center,1700,SEWARD AVENUE,1700 SEWARD AVENUE,10473,Bronx
Just 4 Kids Ecc,214,SOUNDVIEW AVENUE,214 SOUNDVIEW AVENUE,10473,Bronx
Seabury Day Care Center,575,SOUNDVIEW AVENUE,575 SOUNDVIEW AVENUE,10473,Bronx
Pamela C. Torres Dcc,161,ST ANN'S AVENUE,161 ST ANN'S AVENUE,10454,Bronx
Bronx Rehab Campus I/T,1770,STILLWELL AVENUE,1770 STILLWELL AVENUE,10469,Bronx
Blondell Joyner Dcc,909,TINTON AVENUE,909 TINTON AVENUE,10456,Bronx
The Learning Tree,1880,UNIVERSITY AVENUE,1880 UNIVERSITY AVENUE,10453,Bronx
Nee Cee Cares Day Care,106-38,GUY R BREWER BOULEVARD,106-38 GUY R BREWER BOULEVARD,11433,Jamaica
Paccor Pre-School,118-17,GUY R BREWER BOULEVARD,118-17 GUY R BREWER BOULEVARD,11434,Jamaica
Playmates Nursery Inc,131-13,LIBERTY AVENUE,131-13 LIBERTY AVENUE,11419,South Richmond Hill
"Love, Peace & Joy Pre Sch Kdgn",188-04,LIBERTY AVENUE,188-04 LIBERTY AVENUE,11412,Saint Albans
The Nurturing Center,225-11,LINDEN BOULEVARD,225-11 LINDEN BOULEVARD,11411,Cambria Heights
Gil-Blu Nursery & Kdgn,120-02,MERRICK BOULEVARD,120-02 MERRICK BOULEVARD,11434,Jamaica
"Care & Love Center, Inc.",228-23,MERRICK BOULEVARD,228-23 MERRICK BOULEVARD,11413,Springfield Gardens
Little Flowers Ec  Ii,234-08,MERRICK BOULEVARD,234-08 MERRICK BOULEVARD,11422,Rosedale
The Little Brick House Dcc Inc.,3928,HARPER AVENUE,3928 HARPER AVENUE,10466,Bronx
St. Martha's Nursery School,1828,HUNT AVENUE,1828 HUNT AVENUE,10462,Bronx
For Kids Only Day Care,904,MORRIS PARK AVENUE,904 MORRIS PARK AVENUE,10462,Bronx
The Creative Playschool Of 5th Ave Synagoque,5,EAST 62 STREET,5 EAST 62 STREET,10021,New York
Emmanuel Dcc,737,EAST 6 STREET,737 EAST 6 STREET,10009,New York
Resurrection Episcopal Day School,119,EAST 74 STREET,119 EAST 74 STREET,10021,New York
The Ark Nursery School,12,EAST 79 STREET,12 EAST 79 STREET,10021,New York
Wee Care Child Care Llc,451,EAST 83 STREET,451 EAST 83 STREET,10028,New York
The Spence School,22,EAST 91 STREET,22 EAST 91 STREET,10128,New York
The Educational Alliance Early Hs,197,EAST BROADWAY,197 EAST BROADWAY,10002,New York
Children's All Day Pre-Nursry,111,EAST 60 STREET,111 EAST 60 STREET,10022,New York
Washington Market School-Duane,134,DUANE STREET,134 DUANE STREET,10013,New York
The Downtown Little School,15,DUTCH STREET,15 DUTCH STREET,10038,New York
Leggett Memorial Ccc,237,EAST 104 STREET,237 EAST 104 STREET,10029,New York
Montessori School Of Bayside,34-57,FRANCIS LEWIS BOULEVARD,34-57 FRANCIS LEWIS BOULEVARD,11358,Flushing
St. Cecilia's Day Nursery,118,EAST 106 STREET,118 EAST 106 STREET,10029,New York
Universal Day Care At Falu Foundation,220,EAST 106 STREET,220 EAST 106 STREET,10029,New York
E. Harlem C\Hs Bilingual Hs Ii,30,EAST 111 STREET,30 EAST 111 STREET,10029,New York
Odessey House Pre-School Mabon #13,13,WARDS ISLAND,13 WARDS ISLAND,10035,New York
Manhattan Children's Program/United Cerebral Palsey Of Nyc,122,EAST 23 STREET,122 EAST 23 STREET,10010,New York
Infant Developmental Program,400,EAST 34 STREET,400 EAST 34 STREET,10016,New York
Sunshine Abc #1,142-20,FRANKLIN AVENUE,142-20 FRANKLIN AVENUE,11355,Flushing
Jerome Hardeman Sr. Ccc,29-49,GILLMORE STREET,29-49 GILLMORE STREET,11369,East Elmhurst
Ira's Parkway Day Care Pre-School,141-20,GRAND CENTRAL PARKWAY,141-20 GRAND CENTRAL PARKWAY,11435,Jamaica
Pfizer Kids Pre-School,235,EAST 42 STREET,235 EAST 42 STREET,10017,New York
Chase Back Up Child Care I/T,18,EAST 48 STREET,18 EAST 48 STREET,10017,New York
Volunteers Of America,2433,EAST TREMONT AVENUE,2433 EAST TREMONT AVENUE,10461,Bronx
Tutor Time @ East Tremont,4020,EAST TREMONT AVENUE,4020 EAST TREMONT AVENUE,10465,Bronx
1332 Fulton Avenue Day Care Site #1,1332,FULTON AVENUE,1332 FULTON AVENUE,10456,Bronx
Jackson Development&Children's Services,31-36,88 STREET,31-36 88 STREET,11369,East Elmhurst
Happyland Pre-School,41-06,94 STREET,41-06 94 STREET,11373,Elmhurst
Mt. Olivet Christian School,33-25,97 STREET,33-25 97 STREET,11368,Corona
Bethlehem Child Development Center,218-20,98 AVENUE,218-20 98 AVENUE,11429,Queens Village
A Child's Place Too,101-18,ASTORIA BOULEVARD,101-18 ASTORIA BOULEVARD,11369,East Elmhurst
On Our Way Learning Center,264,BEACH 19 STREET,264 BEACH 19 STREET,11691,Far Rockaway
Lucille Rose Dcc,148,BEACH 59 STREET,148 BEACH 59 STREET,11692,Arverne
Rockaway Hs,71-15,BEACH CHANNEL DRIVE,71-15 BEACH CHANNEL DRIVE,11692,Arverne
Little Cherry Dcc,43-43,BOWNE STREET,43-43 BOWNE STREET,11355,Flushing
Sunflower Nursery,143-30,CHERRY AVENUE,143-30 CHERRY AVENUE,11355,Flushing
Red Apple Child Development Center,42-31,COLDEN STREET,42-31 COLDEN STREET,11355,Flushing
Nyl-Forest Hills West,63-25,DRY HARBOR ROAD,63-25 DRY HARBOR ROAD,11379,Middle Village
Phipps Head Start,921,EAST 180 STREET,921 EAST 180 STREET,10460,Bronx
St. Peter's Dc,741,EAST 219 STREET,741 EAST 219 STREET,10467,Bronx
Faith Christian Academy,1137,EAST 223 STREET,1137 EAST 223 STREET,10466,Bronx
"First Day Care, Inc.",2175,EAST 22 STREET,2175 EAST 22 STREET,11229,Brooklyn
M&R Sheepshead Bay Ps,2215,EAST 23 STREET,2215 EAST 23 STREET,11229,Brooklyn
Highway Nursery School,1387,EAST 37 STREET,1387 EAST 37 STREET,11210,Brooklyn
First Choice Academy Day Care,192,EAST 58 STREET,192 EAST 58 STREET,11203,Brooklyn
Brownsville Child Care Center,1592,EAST NEW YORK AVENUE,1592 EAST NEW YORK AVENUE,11212,Brooklyn
Gingerbread House Dcc,1173,EASTERN PARKWAY,1173 EASTERN PARKWAY,11213,Brooklyn
Flatbush Ymca Pre-Sch,1401,FLATBUSH AVENUE,1401 FLATBUSH AVENUE,11210,Brooklyn
Sparks Of Genius I/T,504,FLATBUSH AVENUE,504 FLATBUSH AVENUE,11225,Brooklyn
Sparks Of Genius,504,FLATBUSH AVENUE,504 FLATBUSH AVENUE,11225,Brooklyn
Friends Of Crown Heights Educational Center #1,36,FORD STREET,36 FORD STREET,11213,Brooklyn
Smart Start Ecc Inc.,8411,FORT HAMILTON PARKWAY,8411 FORT HAMILTON PARKWAY,11209,Brooklyn
Sunset Park Hs,4222,FOURTH AVENUE,4222 FOURTH AVENUE,11232,Brooklyn
David T. Bradley Dcc,172,FRANKLIN AVENUE,172 FRANKLIN AVENUE,11205,Brooklyn
Full Gospel Christian Academy,836,FRANKLIN AVENUE,836 FRANKLIN AVENUE,11225,Brooklyn
Young Minds Dcc,972,FULTON STREET,972 FULTON STREET,11238,Brooklyn
Union Carver Children's Dcc,1565,MADISON AVENUE,1565 MADISON AVENUE,10029,New York
The Children's Center Of N.Y. Life,51,MADISON AVENUE,51 MADISON AVENUE,10010,New York
Therese Cervini Hs,35-34,105 STREET,35-34 105 STREET,11368,Corona
A Child's Place Too,32-20,108 STREET,32-20 108 STREET,11369,East Elmhurst
Happy Childhood,66-05,108 STREET,66-05 108 STREET,11375,Forest Hills
Rochdale Village Nursery School,170-30,130 AVENUE,170-30 130 AVENUE,11434,Jamaica
Flushing Day Care,35-19,150 STREET,35-19 150 STREET,11354,Flushing
Little Friends House Ii,75-41,164 STREET,75-41 164 STREET,11366,Fresh Meadows
Little Medows Ecc,67-25,188 STREET,67-25 188 STREET,11365,Fresh Meadows
Audrey Johnson Day Care Ctr,272,MOFFAT STREET,272 MOFFAT STREET,11207,Brooklyn
New Hope Day Care Inc.,1481,NOSTRAND AVENUE,1481 NOSTRAND AVENUE,11226,Brooklyn
Future Kids Learning Center,1992,NOSTRAND AVENUE,1992 NOSTRAND AVENUE,11210,Brooklyn
Muriel Langsam Children's Ctr,2001,ORIENTAL BOULEVARD,2001 ORIENTAL BOULEVARD,11235,Brooklyn
Phebeana Day Care,160,PARKSIDE AVENUE,160 PARKSIDE AVENUE,11226,Brooklyn
"Brooklyn Child Care, Inc.",800,POLY PLACE,800 POLY PLACE,11209,Brooklyn
Highlights Academy,1688,PRESIDENT STREET,1688 PRESIDENT STREET,11213,Brooklyn
Canarsie Childhood Center/Eip,1651,RALPH AVENUE,1651 RALPH AVENUE,11236,Brooklyn
The Auditory/Oral School,2164,RALPH AVENUE,2164 RALPH AVENUE,11234,Brooklyn
Little Flower Dcc And Preparatory School,305,REMSEN AVENUE,305 REMSEN AVENUE,11212,Brooklyn
Adelphi Academy,8515,RIDGE BOULEVARD,8515 RIDGE BOULEVARD,11209,Brooklyn
Yeled V' Yalda Hs,204,KEAP STREET,204 KEAP STREET,11211,Brooklyn
Carey's Cc & Lc,9202,KINGS HIGHWAY,9202 KINGS HIGHWAY,11212,Brooklyn
Kings Highway Preparatory School Inc.,9218,KINGS HIGHWAY,9218 KINGS HIGHWAY,11212,Brooklyn
Little People's Place Inc.,501,WEST 145 STREET,501 WEST 145 STREET,10031,New York
Association Of Black Social Workers,110,WEST 146 STREET,110 WEST 146 STREET,10039,New York
Nazareth Nursery,214,WEST 151 STREET,214 WEST 151 STREET,10039,New York
North Presbyterian Hs,531,WEST 155 STREET,531 WEST 155 STREET,10032,New York
San Jose Day Nursery,432,WEST 20 STREET,432 WEST 20 STREET,10011,New York
Hudson Guild Ccc,441,WEST 26 STREET,441 WEST 26 STREET,10001,New York
Ahrc Central Park Elc,15,WEST 65 STREET,15 WEST 65 STREET,10023,New York
St. Matthew's & St. Timothy's Dcc,26,WEST 84 STREET,26 WEST 84 STREET,10024,New York
Metropolitan Montessori School,325,WEST 85 STREET,325 WEST 85 STREET,10024,New York
Chabad Child Care Preschool,101,WEST 92 STREET,101 WEST 92 STREET,10025,New York
Westside Montessori School,309,WEST 92 STREET,309 WEST 92 STREET,10025,New York
Columbia Grammar&Preparatory School,5,WEST 93 STREET,5 WEST 93 STREET,10025,New York
Basic Trust,225,WEST 99 STREET,225 WEST 99 STREET,10025,New York
Bffy/Depaul Headstart,71,LINCOLN PLACE,71 LINCOLN PLACE,11217,Brooklyn
Get Set Kindergarten School,623,LINDEN BOULEVARD,623 LINDEN BOULEVARD,11203,Brooklyn
The Puerto Rican Family Institute Inc. Hs,185,MARCY AVENUE,185 MARCY AVENUE,11211,Brooklyn
The Children's Center For Early Learning,83,MARLBOROUGH ROAD,83 MARLBOROUGH ROAD,11226,Brooklyn
Children's Garden,175,NINTH AVENUE,175 NINTH AVENUE,10011,New York
Dewitt Reformed Church Hs,123,RIDGE STREET,123 RIDGE STREET,10002,New York
International Pre-Sch,9,WEST 82 STREET,9 WEST 82 STREET,10024,New York
"The Two'S,Three'S&Fours",251,WEST 100 STREET,251 WEST 100 STREET,10025,New York
Babies Prep School,310,WEST 103 STREET,310 WEST 103 STREET,10025,New York
East Calvary Nursery,1,WEST 112 STREET,1 WEST 112 STREET,10026,New York
Stillwell Prep Extension,132,HIGHLAWN AVENUE,132 HIGHLAWN AVENUE,11223,Brooklyn
Chama Brooklyn Child Development Center,1835,STERLING PLACE,1835 STERLING PLACE,11233,Brooklyn
Stillwell Avenue Prep School,1990,STILLWELL AVENUE,1990 STILLWELL AVENUE,11223,Brooklyn
"Metropolitan Child Services, Inc.-Vernon Avenue Children's Sch,Llc I/T",386,VERNON AVENUE,386 VERNON AVENUE,11206,Brooklyn
La Puerta Abierta Ccc,2864,WEST 21 STREET,2864 WEST 21 STREET,11224,Brooklyn
Coney Island Community Day Car,2960,WEST 27 STREET,2960 WEST 27 STREET,11224,Brooklyn
Community Nursery School At The Church On The Hill,167-07,35 AVENUE,167-07 35 AVENUE,11358,Flushing
School Of Metmorphosis,98-07,38 AVENUE,98-07 38 AVENUE,11368,Corona
Little Friends Sunnyside Inc.,43-42,47 STREET,43-42 47 STREET,11104,Sunnyside
Rainbowland Nursery School,39-60,54 STREET,39-60 54 STREET,11377,Woodside
Interdisciplinary Center Child Development,98-02,62 DRIVE,98-02 62 DRIVE,11374,Rego Park
Keshet Ps/Young Israel/Nhp,264-15,77 AVENUE,264-15 77 AVENUE,11040,New Hyde Park
Peter Pan Nursery Inc.,40-36,78 STREET,40-36 78 STREET,11373,Elmhurst
Pickwick School,151-15,85 DRIVE,151-15 85 DRIVE,11432,Jamaica
Warbasse Nursery School,2785,WEST 5 STREET,2785 WEST 5 STREET,11224,Brooklyn
Warren Street Center For Children And Families,343,WARREN STREET,343 WARREN STREET,11201,Brooklyn
Bushwick United Hs,77,WILSON AVENUE,77 WILSON AVENUE,11237,Brooklyn
United Academy Inc. Hs,720,WYTHE AVENUE,720 WYTHE AVENUE,11211,Brooklyn
Children's Aid Society HS P.S 5,3703,10 AVENUE,3703 10 AVENUE,10034,New York
Children's Liberation Dc,150,1 AVENUE,150 1 AVENUE,10009,New York
Eductional Aliance/Faces At Wald,12,AVENUE D,12 AVENUE D,10009,New York
Yai/Nyl Harry H. Gordon School,2465,BATHGATE AVENUE,2465 BATHGATE AVENUE,10458,Bronx
Beginning With Children C.S,11,BARTLETT STREET,11 BARTLETT STREET,11206,Brooklyn
Batallion Christian Academy,661,LINDEN BOULEVARD,661 LINDEN BOULEVARD,11203,Brooklyn
Wee Care Child Care,451,EAST 83 STREET,451 EAST 83 STREET,10028,New York
Riverdale Ym-Ywha Nursery School,5625,ARLINGTON AVENUE,5625 ARLINGTON AVENUE,10471,Bronx
Mosholu Montefoire Cc Norwood Annex,3061,BAINBRIDGE AVENUE,3061 BAINBRIDGE AVENUE,10467,Bronx
The Learning Tree Ii,801,BARTHOLDI STREET,801 BARTHOLDI STREET,10467,Bronx
Happy Time Nursery,42-36,209 STREET,42-36 209 STREET,11361,Bayside
Bay Terrace Pre-Sch Ctr.,212-00,23 AVENUE,212-00 23 AVENUE,11360,Bayside
J.P. Morgan Chase Back-Up Ccc,3,METROTECH CENTER,3 METROTECH CENTER,11201,Brooklyn
The David Foster Pre-School Academy,580,ROGERS AVENUE,580 ROGERS AVENUE,11225,Brooklyn
Young Stage Day Care Ctr,1072,RUTLAND ROAD,1072 RUTLAND ROAD,11212,Brooklyn
Shirley Chisholm Dcc,69,SARATOGA AVENUE,69 SARATOGA AVENUE,11233,Brooklyn
New Lots Schenck Day Care Center,653,SCHENCK AVENUE,653 SCHENCK AVENUE,11207,Brooklyn
Abc Learning Is Fun I/T,930,CLARKSON AVENUE,930 CLARKSON AVENUE,11203,Brooklyn
Clarkson Early Childhood Ctr,993,CLARKSON AVENUE,993 CLARKSON AVENUE,11212,Brooklyn
